,bench_def,rb_def
total_return,1.4389698555002206,1.8828237729053416
cagr,0.09323957190046794,0.11270955376527225
max_drawdown,-0.16300959424415062,-0.1295208405003594
calmar,0.5719882460465281,0.8702040021502139
yearly_sharpe,1.213735136141879,1.6884898020249026
yearly_sortino,10.13250799357588,inf
yearly_mean,0.09015116772952572,0.10899373240172987
yearly_vol,0.07427581606979825,0.06455101610387007
