,bench_att,rb_att
total_return,2.2822531414632796,3.5838972049388493
cagr,0.12618604679703282,0.16600043386403462
max_drawdown,-0.23553291431787782,-0.11876127001754955
calmar,0.5357469768608677,1.397765734902502
yearly_sharpe,1.1243117905855935,1.4515369996242096
yearly_sortino,6.98309937388761,inf
yearly_mean,0.12405688009066514,0.16168535537840756
yearly_vol,0.11034028205472307,0.11138906925573823
