,0,1,2
2989,MA60,CCI,middleband
2990,MA60,CCI,lowerband
2991,MA60,A_Ratio,B_Ratio
2992,MA60,A_Ratio,ATR
2993,MA60,A_Ratio,UpDI
2994,MA60,A_Ratio,DownDI
2995,MA60,A_Ratio,MFI
2996,MA60,A_Ratio,Momentum
2997,MA60,A_Ratio,Sonar
2998,MA60,A_Ratio,Sonar_sig5
2999,MA60,A_Ratio,STDEV
3000,MA60,A_Ratio,Sigma
3001,MA60,A_Ratio,TRIX
3002,MA60,A_Ratio,VR
3003,MA60,A_Ratio,WILLR
3004,MA60,A_Ratio,Psy
3005,MA60,A_Ratio,Disparity20
3006,MA60,A_Ratio,Disparity60
3007,MA60,A_Ratio,ADX
3008,MA60,A_Ratio,ADOSC
3009,MA60,A_Ratio,Volume_OSC
3010,MA60,A_Ratio,upperband
3011,MA60,A_Ratio,middleband
3012,MA60,A_Ratio,lowerband
3013,MA60,B_Ratio,ATR
3014,MA60,B_Ratio,UpDI
3015,MA60,B_Ratio,DownDI
3016,MA60,B_Ratio,MFI
3017,MA60,B_Ratio,Momentum
3018,MA60,B_Ratio,Sonar
3019,MA60,B_Ratio,Sonar_sig5
3020,MA60,B_Ratio,STDEV
3021,MA60,B_Ratio,Sigma
3022,MA60,B_Ratio,TRIX
3023,MA60,B_Ratio,VR
3024,MA60,B_Ratio,WILLR
3025,MA60,B_Ratio,Psy
3026,MA60,B_Ratio,Disparity20
3027,MA60,B_Ratio,Disparity60
3028,MA60,B_Ratio,ADX
3029,MA60,B_Ratio,ADOSC
3030,MA60,B_Ratio,Volume_OSC
3031,MA60,B_Ratio,upperband
3032,MA60,B_Ratio,middleband
3033,MA60,B_Ratio,lowerband
3034,MA60,ATR,UpDI
3035,MA60,ATR,DownDI
3036,MA60,ATR,MFI
3037,MA60,ATR,Momentum
3038,MA60,ATR,Sonar
3039,MA60,ATR,Sonar_sig5
3040,MA60,ATR,STDEV
3041,MA60,ATR,Sigma
3042,MA60,ATR,TRIX
3043,MA60,ATR,VR
3044,MA60,ATR,WILLR
3045,MA60,ATR,Psy
3046,MA60,ATR,Disparity20
3047,MA60,ATR,Disparity60
3048,MA60,ATR,ADX
3049,MA60,ATR,ADOSC
3050,MA60,ATR,Volume_OSC
3051,MA60,ATR,upperband
3052,MA60,ATR,middleband
3053,MA60,ATR,lowerband
3054,MA60,UpDI,DownDI
3055,MA60,UpDI,MFI
3056,MA60,UpDI,Momentum
3057,MA60,UpDI,Sonar
3058,MA60,UpDI,Sonar_sig5
3059,MA60,UpDI,STDEV
3060,MA60,UpDI,Sigma
3061,MA60,UpDI,TRIX
3062,MA60,UpDI,VR
3063,MA60,UpDI,WILLR
3064,MA60,UpDI,Psy
3065,MA60,UpDI,Disparity20
3066,MA60,UpDI,Disparity60
3067,MA60,UpDI,ADX
3068,MA60,UpDI,ADOSC
3069,MA60,UpDI,Volume_OSC
3070,MA60,UpDI,upperband
3071,MA60,UpDI,middleband
3072,MA60,UpDI,lowerband
3073,MA60,DownDI,MFI
3074,MA60,DownDI,Momentum
3075,MA60,DownDI,Sonar
3076,MA60,DownDI,Sonar_sig5
3077,MA60,DownDI,STDEV
3078,MA60,DownDI,Sigma
3079,MA60,DownDI,TRIX
3080,MA60,DownDI,VR
3081,MA60,DownDI,WILLR
3082,MA60,DownDI,Psy
3083,MA60,DownDI,Disparity20
3084,MA60,DownDI,Disparity60
3085,MA60,DownDI,ADX
3086,MA60,DownDI,ADOSC
3087,MA60,DownDI,Volume_OSC
3088,MA60,DownDI,upperband
3089,MA60,DownDI,middleband
3090,MA60,DownDI,lowerband
3091,MA60,MFI,Momentum
3092,MA60,MFI,Sonar
3093,MA60,MFI,Sonar_sig5
3094,MA60,MFI,STDEV
3095,MA60,MFI,Sigma
3096,MA60,MFI,TRIX
3097,MA60,MFI,VR
3098,MA60,MFI,WILLR
3099,MA60,MFI,Psy
3100,MA60,MFI,Disparity20
3101,MA60,MFI,Disparity60
3102,MA60,MFI,ADX
3103,MA60,MFI,ADOSC
3104,MA60,MFI,Volume_OSC
3105,MA60,MFI,upperband
3106,MA60,MFI,middleband
3107,MA60,MFI,lowerband
3108,MA60,Momentum,Sonar
3109,MA60,Momentum,Sonar_sig5
3110,MA60,Momentum,STDEV
3111,MA60,Momentum,Sigma
3112,MA60,Momentum,TRIX
3113,MA60,Momentum,VR
3114,MA60,Momentum,WILLR
3115,MA60,Momentum,Psy
3116,MA60,Momentum,Disparity20
3117,MA60,Momentum,Disparity60
3118,MA60,Momentum,ADX
3119,MA60,Momentum,ADOSC
3120,MA60,Momentum,Volume_OSC
3121,MA60,Momentum,upperband
3122,MA60,Momentum,middleband
3123,MA60,Momentum,lowerband
3124,MA60,Sonar,Sonar_sig5
3125,MA60,Sonar,STDEV
3126,MA60,Sonar,Sigma
3127,MA60,Sonar,TRIX
3128,MA60,Sonar,VR
3129,MA60,Sonar,WILLR
3130,MA60,Sonar,Psy
3131,MA60,Sonar,Disparity20
3132,MA60,Sonar,Disparity60
3133,MA60,Sonar,ADX
3134,MA60,Sonar,ADOSC
3135,MA60,Sonar,Volume_OSC
3136,MA60,Sonar,upperband
3137,MA60,Sonar,middleband
3138,MA60,Sonar,lowerband
3139,MA60,Sonar_sig5,STDEV
3140,MA60,Sonar_sig5,Sigma
3141,MA60,Sonar_sig5,TRIX
3142,MA60,Sonar_sig5,VR
3143,MA60,Sonar_sig5,WILLR
3144,MA60,Sonar_sig5,Psy
3145,MA60,Sonar_sig5,Disparity20
3146,MA60,Sonar_sig5,Disparity60
3147,MA60,Sonar_sig5,ADX
3148,MA60,Sonar_sig5,ADOSC
3149,MA60,Sonar_sig5,Volume_OSC
3150,MA60,Sonar_sig5,upperband
3151,MA60,Sonar_sig5,middleband
3152,MA60,Sonar_sig5,lowerband
3153,MA60,STDEV,Sigma
3154,MA60,STDEV,TRIX
3155,MA60,STDEV,VR
3156,MA60,STDEV,WILLR
3157,MA60,STDEV,Psy
3158,MA60,STDEV,Disparity20
3159,MA60,STDEV,Disparity60
3160,MA60,STDEV,ADX
3161,MA60,STDEV,ADOSC
3162,MA60,STDEV,Volume_OSC
3163,MA60,STDEV,upperband
3164,MA60,STDEV,middleband
3165,MA60,STDEV,lowerband
3166,MA60,Sigma,TRIX
3167,MA60,Sigma,VR
3168,MA60,Sigma,WILLR
3169,MA60,Sigma,Psy
3170,MA60,Sigma,Disparity20
3171,MA60,Sigma,Disparity60
3172,MA60,Sigma,ADX
3173,MA60,Sigma,ADOSC
3174,MA60,Sigma,Volume_OSC
3175,MA60,Sigma,upperband
3176,MA60,Sigma,middleband
3177,MA60,Sigma,lowerband
3178,MA60,TRIX,VR
3179,MA60,TRIX,WILLR
3180,MA60,TRIX,Psy
3181,MA60,TRIX,Disparity20
3182,MA60,TRIX,Disparity60
3183,MA60,TRIX,ADX
3184,MA60,TRIX,ADOSC
3185,MA60,TRIX,Volume_OSC
3186,MA60,TRIX,upperband
3187,MA60,TRIX,middleband
3188,MA60,TRIX,lowerband
3189,MA60,VR,WILLR
3190,MA60,VR,Psy
3191,MA60,VR,Disparity20
3192,MA60,VR,Disparity60
3193,MA60,VR,ADX
3194,MA60,VR,ADOSC
3195,MA60,VR,Volume_OSC
3196,MA60,VR,upperband
3197,MA60,VR,middleband
3198,MA60,VR,lowerband
3199,MA60,WILLR,Psy
3200,MA60,WILLR,Disparity20
3201,MA60,WILLR,Disparity60
3202,MA60,WILLR,ADX
3203,MA60,WILLR,ADOSC
3204,MA60,WILLR,Volume_OSC
3205,MA60,WILLR,upperband
3206,MA60,WILLR,middleband
3207,MA60,WILLR,lowerband
3208,MA60,Psy,Disparity20
3209,MA60,Psy,Disparity60
3210,MA60,Psy,ADX
3211,MA60,Psy,ADOSC
3212,MA60,Psy,Volume_OSC
3213,MA60,Psy,upperband
3214,MA60,Psy,middleband
3215,MA60,Psy,lowerband
3216,MA60,Disparity20,Disparity60
3217,MA60,Disparity20,ADX
3218,MA60,Disparity20,ADOSC
3219,MA60,Disparity20,Volume_OSC
3220,MA60,Disparity20,upperband
3221,MA60,Disparity20,middleband
3222,MA60,Disparity20,lowerband
3223,MA60,Disparity60,ADX
3224,MA60,Disparity60,ADOSC
3225,MA60,Disparity60,Volume_OSC
3226,MA60,Disparity60,upperband
3227,MA60,Disparity60,middleband
3228,MA60,Disparity60,lowerband
3229,MA60,ADX,ADOSC
3230,MA60,ADX,Volume_OSC
3231,MA60,ADX,upperband
3232,MA60,ADX,middleband
3233,MA60,ADX,lowerband
3234,MA60,ADOSC,Volume_OSC
3235,MA60,ADOSC,upperband
3236,MA60,ADOSC,middleband
3237,MA60,ADOSC,lowerband
3238,MA60,Volume_OSC,upperband
3239,MA60,Volume_OSC,middleband
3240,MA60,Volume_OSC,lowerband
3241,MA60,upperband,middleband
3242,MA60,upperband,lowerband
3243,MA60,middleband,lowerband
3244,MA120,MA5_gra,MA20_gra
3245,MA120,MA5_gra,MA60_gra
3246,MA120,MA5_gra,MA120_gra
3247,MA120,MA5_gra,V_MA5
3248,MA120,MA5_gra,V_MA20
3249,MA120,MA5_gra,V_MA60
3250,MA120,MA5_gra,V_MA120
3251,MA120,MA5_gra,EMA5
3252,MA120,MA5_gra,EMA20
3253,MA120,MA5_gra,EMA60
3254,MA120,MA5_gra,EMA120
3255,MA120,MA5_gra,MACD
3256,MA120,MA5_gra,MACD_sig9
3257,MA120,MA5_gra,MACD_OSC
3258,MA120,MA5_gra,Fast%K
3259,MA120,MA5_gra,Fast%D
3260,MA120,MA5_gra,Slow%K
3261,MA120,MA5_gra,Slow%D
3262,MA120,MA5_gra,RSI14
3263,MA120,MA5_gra,RSI signal
3264,MA120,MA5_gra,CCI
3265,MA120,MA5_gra,A_Ratio
3266,MA120,MA5_gra,B_Ratio
3267,MA120,MA5_gra,ATR
3268,MA120,MA5_gra,UpDI
3269,MA120,MA5_gra,DownDI
3270,MA120,MA5_gra,MFI
3271,MA120,MA5_gra,Momentum
3272,MA120,MA5_gra,Sonar
3273,MA120,MA5_gra,Sonar_sig5
3274,MA120,MA5_gra,STDEV
3275,MA120,MA5_gra,Sigma
3276,MA120,MA5_gra,TRIX
3277,MA120,MA5_gra,VR
3278,MA120,MA5_gra,WILLR
3279,MA120,MA5_gra,Psy
3280,MA120,MA5_gra,Disparity20
3281,MA120,MA5_gra,Disparity60
3282,MA120,MA5_gra,ADX
3283,MA120,MA5_gra,ADOSC
3284,MA120,MA5_gra,Volume_OSC
3285,MA120,MA5_gra,upperband
3286,MA120,MA5_gra,middleband
3287,MA120,MA5_gra,lowerband
3288,MA120,MA20_gra,MA60_gra
3289,MA120,MA20_gra,MA120_gra
3290,MA120,MA20_gra,V_MA5
3291,MA120,MA20_gra,V_MA20
3292,MA120,MA20_gra,V_MA60
3293,MA120,MA20_gra,V_MA120
3294,MA120,MA20_gra,EMA5
3295,MA120,MA20_gra,EMA20
3296,MA120,MA20_gra,EMA60
3297,MA120,MA20_gra,EMA120
3298,MA120,MA20_gra,MACD
3299,MA120,MA20_gra,MACD_sig9
3300,MA120,MA20_gra,MACD_OSC
3301,MA120,MA20_gra,Fast%K
3302,MA120,MA20_gra,Fast%D
3303,MA120,MA20_gra,Slow%K
3304,MA120,MA20_gra,Slow%D
3305,MA120,MA20_gra,RSI14
3306,MA120,MA20_gra,RSI signal
3307,MA120,MA20_gra,CCI
3308,MA120,MA20_gra,A_Ratio
3309,MA120,MA20_gra,B_Ratio
3310,MA120,MA20_gra,ATR
3311,MA120,MA20_gra,UpDI
3312,MA120,MA20_gra,DownDI
3313,MA120,MA20_gra,MFI
3314,MA120,MA20_gra,Momentum
3315,MA120,MA20_gra,Sonar
3316,MA120,MA20_gra,Sonar_sig5
3317,MA120,MA20_gra,STDEV
3318,MA120,MA20_gra,Sigma
3319,MA120,MA20_gra,TRIX
3320,MA120,MA20_gra,VR
3321,MA120,MA20_gra,WILLR
3322,MA120,MA20_gra,Psy
3323,MA120,MA20_gra,Disparity20
3324,MA120,MA20_gra,Disparity60
3325,MA120,MA20_gra,ADX
3326,MA120,MA20_gra,ADOSC
3327,MA120,MA20_gra,Volume_OSC
3328,MA120,MA20_gra,upperband
3329,MA120,MA20_gra,middleband
3330,MA120,MA20_gra,lowerband
3331,MA120,MA60_gra,MA120_gra
3332,MA120,MA60_gra,V_MA5
3333,MA120,MA60_gra,V_MA20
3334,MA120,MA60_gra,V_MA60
3335,MA120,MA60_gra,V_MA120
3336,MA120,MA60_gra,EMA5
3337,MA120,MA60_gra,EMA20
3338,MA120,MA60_gra,EMA60
3339,MA120,MA60_gra,EMA120
3340,MA120,MA60_gra,MACD
3341,MA120,MA60_gra,MACD_sig9
3342,MA120,MA60_gra,MACD_OSC
3343,MA120,MA60_gra,Fast%K
3344,MA120,MA60_gra,Fast%D
3345,MA120,MA60_gra,Slow%K
3346,MA120,MA60_gra,Slow%D
3347,MA120,MA60_gra,RSI14
3348,MA120,MA60_gra,RSI signal
3349,MA120,MA60_gra,CCI
3350,MA120,MA60_gra,A_Ratio
3351,MA120,MA60_gra,B_Ratio
3352,MA120,MA60_gra,ATR
3353,MA120,MA60_gra,UpDI
3354,MA120,MA60_gra,DownDI
3355,MA120,MA60_gra,MFI
3356,MA120,MA60_gra,Momentum
3357,MA120,MA60_gra,Sonar
3358,MA120,MA60_gra,Sonar_sig5
3359,MA120,MA60_gra,STDEV
3360,MA120,MA60_gra,Sigma
3361,MA120,MA60_gra,TRIX
3362,MA120,MA60_gra,VR
3363,MA120,MA60_gra,WILLR
3364,MA120,MA60_gra,Psy
3365,MA120,MA60_gra,Disparity20
3366,MA120,MA60_gra,Disparity60
3367,MA120,MA60_gra,ADX
3368,MA120,MA60_gra,ADOSC
3369,MA120,MA60_gra,Volume_OSC
3370,MA120,MA60_gra,upperband
3371,MA120,MA60_gra,middleband
3372,MA120,MA60_gra,lowerband
3373,MA120,MA120_gra,V_MA5
3374,MA120,MA120_gra,V_MA20
3375,MA120,MA120_gra,V_MA60
3376,MA120,MA120_gra,V_MA120
3377,MA120,MA120_gra,EMA5
3378,MA120,MA120_gra,EMA20
3379,MA120,MA120_gra,EMA60
3380,MA120,MA120_gra,EMA120
3381,MA120,MA120_gra,MACD
3382,MA120,MA120_gra,MACD_sig9
3383,MA120,MA120_gra,MACD_OSC
3384,MA120,MA120_gra,Fast%K
3385,MA120,MA120_gra,Fast%D
3386,MA120,MA120_gra,Slow%K
3387,MA120,MA120_gra,Slow%D
3388,MA120,MA120_gra,RSI14
3389,MA120,MA120_gra,RSI signal
3390,MA120,MA120_gra,CCI
3391,MA120,MA120_gra,A_Ratio
3392,MA120,MA120_gra,B_Ratio
3393,MA120,MA120_gra,ATR
3394,MA120,MA120_gra,UpDI
3395,MA120,MA120_gra,DownDI
3396,MA120,MA120_gra,MFI
3397,MA120,MA120_gra,Momentum
3398,MA120,MA120_gra,Sonar
3399,MA120,MA120_gra,Sonar_sig5
3400,MA120,MA120_gra,STDEV
3401,MA120,MA120_gra,Sigma
3402,MA120,MA120_gra,TRIX
3403,MA120,MA120_gra,VR
3404,MA120,MA120_gra,WILLR
3405,MA120,MA120_gra,Psy
3406,MA120,MA120_gra,Disparity20
3407,MA120,MA120_gra,Disparity60
3408,MA120,MA120_gra,ADX
3409,MA120,MA120_gra,ADOSC
3410,MA120,MA120_gra,Volume_OSC
3411,MA120,MA120_gra,upperband
3412,MA120,MA120_gra,middleband
3413,MA120,MA120_gra,lowerband
3414,MA120,V_MA5,V_MA20
3415,MA120,V_MA5,V_MA60
3416,MA120,V_MA5,V_MA120
3417,MA120,V_MA5,EMA5
3418,MA120,V_MA5,EMA20
3419,MA120,V_MA5,EMA60
3420,MA120,V_MA5,EMA120
3421,MA120,V_MA5,MACD
3422,MA120,V_MA5,MACD_sig9
3423,MA120,V_MA5,MACD_OSC
3424,MA120,V_MA5,Fast%K
3425,MA120,V_MA5,Fast%D
3426,MA120,V_MA5,Slow%K
3427,MA120,V_MA5,Slow%D
3428,MA120,V_MA5,RSI14
3429,MA120,V_MA5,RSI signal
3430,MA120,V_MA5,CCI
3431,MA120,V_MA5,A_Ratio
3432,MA120,V_MA5,B_Ratio
3433,MA120,V_MA5,ATR
3434,MA120,V_MA5,UpDI
3435,MA120,V_MA5,DownDI
3436,MA120,V_MA5,MFI
3437,MA120,V_MA5,Momentum
3438,MA120,V_MA5,Sonar
3439,MA120,V_MA5,Sonar_sig5
3440,MA120,V_MA5,STDEV
3441,MA120,V_MA5,Sigma
3442,MA120,V_MA5,TRIX
3443,MA120,V_MA5,VR
3444,MA120,V_MA5,WILLR
3445,MA120,V_MA5,Psy
3446,MA120,V_MA5,Disparity20
3447,MA120,V_MA5,Disparity60
3448,MA120,V_MA5,ADX
3449,MA120,V_MA5,ADOSC
3450,MA120,V_MA5,Volume_OSC
3451,MA120,V_MA5,upperband
3452,MA120,V_MA5,middleband
3453,MA120,V_MA5,lowerband
3454,MA120,V_MA20,V_MA60
3455,MA120,V_MA20,V_MA120
3456,MA120,V_MA20,EMA5
3457,MA120,V_MA20,EMA20
3458,MA120,V_MA20,EMA60
3459,MA120,V_MA20,EMA120
3460,MA120,V_MA20,MACD
3461,MA120,V_MA20,MACD_sig9
3462,MA120,V_MA20,MACD_OSC
3463,MA120,V_MA20,Fast%K
3464,MA120,V_MA20,Fast%D
3465,MA120,V_MA20,Slow%K
3466,MA120,V_MA20,Slow%D
3467,MA120,V_MA20,RSI14
3468,MA120,V_MA20,RSI signal
3469,MA120,V_MA20,CCI
3470,MA120,V_MA20,A_Ratio
3471,MA120,V_MA20,B_Ratio
3472,MA120,V_MA20,ATR
3473,MA120,V_MA20,UpDI
3474,MA120,V_MA20,DownDI
3475,MA120,V_MA20,MFI
3476,MA120,V_MA20,Momentum
3477,MA120,V_MA20,Sonar
3478,MA120,V_MA20,Sonar_sig5
3479,MA120,V_MA20,STDEV
3480,MA120,V_MA20,Sigma
3481,MA120,V_MA20,TRIX
3482,MA120,V_MA20,VR
3483,MA120,V_MA20,WILLR
3484,MA120,V_MA20,Psy
3485,MA120,V_MA20,Disparity20
3486,MA120,V_MA20,Disparity60
3487,MA120,V_MA20,ADX
3488,MA120,V_MA20,ADOSC
3489,MA120,V_MA20,Volume_OSC
3490,MA120,V_MA20,upperband
3491,MA120,V_MA20,middleband
3492,MA120,V_MA20,lowerband
3493,MA120,V_MA60,V_MA120
3494,MA120,V_MA60,EMA5
3495,MA120,V_MA60,EMA20
3496,MA120,V_MA60,EMA60
3497,MA120,V_MA60,EMA120
3498,MA120,V_MA60,MACD
3499,MA120,V_MA60,MACD_sig9
3500,MA120,V_MA60,MACD_OSC
3501,MA120,V_MA60,Fast%K
3502,MA120,V_MA60,Fast%D
3503,MA120,V_MA60,Slow%K
3504,MA120,V_MA60,Slow%D
3505,MA120,V_MA60,RSI14
3506,MA120,V_MA60,RSI signal
3507,MA120,V_MA60,CCI
3508,MA120,V_MA60,A_Ratio
3509,MA120,V_MA60,B_Ratio
3510,MA120,V_MA60,ATR
3511,MA120,V_MA60,UpDI
3512,MA120,V_MA60,DownDI
3513,MA120,V_MA60,MFI
3514,MA120,V_MA60,Momentum
3515,MA120,V_MA60,Sonar
3516,MA120,V_MA60,Sonar_sig5
3517,MA120,V_MA60,STDEV
3518,MA120,V_MA60,Sigma
3519,MA120,V_MA60,TRIX
3520,MA120,V_MA60,VR
3521,MA120,V_MA60,WILLR
3522,MA120,V_MA60,Psy
3523,MA120,V_MA60,Disparity20
3524,MA120,V_MA60,Disparity60
3525,MA120,V_MA60,ADX
3526,MA120,V_MA60,ADOSC
3527,MA120,V_MA60,Volume_OSC
3528,MA120,V_MA60,upperband
3529,MA120,V_MA60,middleband
3530,MA120,V_MA60,lowerband
3531,MA120,V_MA120,EMA5
3532,MA120,V_MA120,EMA20
3533,MA120,V_MA120,EMA60
3534,MA120,V_MA120,EMA120
3535,MA120,V_MA120,MACD
3536,MA120,V_MA120,MACD_sig9
3537,MA120,V_MA120,MACD_OSC
3538,MA120,V_MA120,Fast%K
3539,MA120,V_MA120,Fast%D
3540,MA120,V_MA120,Slow%K
3541,MA120,V_MA120,Slow%D
3542,MA120,V_MA120,RSI14
3543,MA120,V_MA120,RSI signal
3544,MA120,V_MA120,CCI
3545,MA120,V_MA120,A_Ratio
3546,MA120,V_MA120,B_Ratio
3547,MA120,V_MA120,ATR
3548,MA120,V_MA120,UpDI
3549,MA120,V_MA120,DownDI
3550,MA120,V_MA120,MFI
3551,MA120,V_MA120,Momentum
3552,MA120,V_MA120,Sonar
3553,MA120,V_MA120,Sonar_sig5
3554,MA120,V_MA120,STDEV
3555,MA120,V_MA120,Sigma
3556,MA120,V_MA120,TRIX
3557,MA120,V_MA120,VR
3558,MA120,V_MA120,WILLR
3559,MA120,V_MA120,Psy
3560,MA120,V_MA120,Disparity20
3561,MA120,V_MA120,Disparity60
3562,MA120,V_MA120,ADX
3563,MA120,V_MA120,ADOSC
3564,MA120,V_MA120,Volume_OSC
3565,MA120,V_MA120,upperband
3566,MA120,V_MA120,middleband
3567,MA120,V_MA120,lowerband
3568,MA120,EMA5,EMA20
3569,MA120,EMA5,EMA60
3570,MA120,EMA5,EMA120
3571,MA120,EMA5,MACD
3572,MA120,EMA5,MACD_sig9
3573,MA120,EMA5,MACD_OSC
3574,MA120,EMA5,Fast%K
3575,MA120,EMA5,Fast%D
3576,MA120,EMA5,Slow%K
3577,MA120,EMA5,Slow%D
3578,MA120,EMA5,RSI14
3579,MA120,EMA5,RSI signal
3580,MA120,EMA5,CCI
3581,MA120,EMA5,A_Ratio
3582,MA120,EMA5,B_Ratio
3583,MA120,EMA5,ATR
3584,MA120,EMA5,UpDI
3585,MA120,EMA5,DownDI
3586,MA120,EMA5,MFI
3587,MA120,EMA5,Momentum
3588,MA120,EMA5,Sonar
3589,MA120,EMA5,Sonar_sig5
3590,MA120,EMA5,STDEV
3591,MA120,EMA5,Sigma
3592,MA120,EMA5,TRIX
3593,MA120,EMA5,VR
3594,MA120,EMA5,WILLR
3595,MA120,EMA5,Psy
3596,MA120,EMA5,Disparity20
3597,MA120,EMA5,Disparity60
3598,MA120,EMA5,ADX
3599,MA120,EMA5,ADOSC
3600,MA120,EMA5,Volume_OSC
3601,MA120,EMA5,upperband
3602,MA120,EMA5,middleband
3603,MA120,EMA5,lowerband
3604,MA120,EMA20,EMA60
3605,MA120,EMA20,EMA120
3606,MA120,EMA20,MACD
3607,MA120,EMA20,MACD_sig9
3608,MA120,EMA20,MACD_OSC
3609,MA120,EMA20,Fast%K
3610,MA120,EMA20,Fast%D
3611,MA120,EMA20,Slow%K
3612,MA120,EMA20,Slow%D
3613,MA120,EMA20,RSI14
3614,MA120,EMA20,RSI signal
3615,MA120,EMA20,CCI
3616,MA120,EMA20,A_Ratio
3617,MA120,EMA20,B_Ratio
3618,MA120,EMA20,ATR
3619,MA120,EMA20,UpDI
3620,MA120,EMA20,DownDI
3621,MA120,EMA20,MFI
3622,MA120,EMA20,Momentum
3623,MA120,EMA20,Sonar
3624,MA120,EMA20,Sonar_sig5
3625,MA120,EMA20,STDEV
3626,MA120,EMA20,Sigma
3627,MA120,EMA20,TRIX
3628,MA120,EMA20,VR
3629,MA120,EMA20,WILLR
3630,MA120,EMA20,Psy
3631,MA120,EMA20,Disparity20
3632,MA120,EMA20,Disparity60
3633,MA120,EMA20,ADX
3634,MA120,EMA20,ADOSC
3635,MA120,EMA20,Volume_OSC
3636,MA120,EMA20,upperband
3637,MA120,EMA20,middleband
3638,MA120,EMA20,lowerband
3639,MA120,EMA60,EMA120
3640,MA120,EMA60,MACD
3641,MA120,EMA60,MACD_sig9
3642,MA120,EMA60,MACD_OSC
3643,MA120,EMA60,Fast%K
3644,MA120,EMA60,Fast%D
3645,MA120,EMA60,Slow%K
3646,MA120,EMA60,Slow%D
3647,MA120,EMA60,RSI14
3648,MA120,EMA60,RSI signal
3649,MA120,EMA60,CCI
3650,MA120,EMA60,A_Ratio
3651,MA120,EMA60,B_Ratio
3652,MA120,EMA60,ATR
3653,MA120,EMA60,UpDI
3654,MA120,EMA60,DownDI
3655,MA120,EMA60,MFI
3656,MA120,EMA60,Momentum
3657,MA120,EMA60,Sonar
3658,MA120,EMA60,Sonar_sig5
3659,MA120,EMA60,STDEV
3660,MA120,EMA60,Sigma
3661,MA120,EMA60,TRIX
3662,MA120,EMA60,VR
3663,MA120,EMA60,WILLR
3664,MA120,EMA60,Psy
3665,MA120,EMA60,Disparity20
3666,MA120,EMA60,Disparity60
3667,MA120,EMA60,ADX
3668,MA120,EMA60,ADOSC
3669,MA120,EMA60,Volume_OSC
3670,MA120,EMA60,upperband
3671,MA120,EMA60,middleband
3672,MA120,EMA60,lowerband
3673,MA120,EMA120,MACD
3674,MA120,EMA120,MACD_sig9
3675,MA120,EMA120,MACD_OSC
3676,MA120,EMA120,Fast%K
3677,MA120,EMA120,Fast%D
3678,MA120,EMA120,Slow%K
3679,MA120,EMA120,Slow%D
3680,MA120,EMA120,RSI14
3681,MA120,EMA120,RSI signal
3682,MA120,EMA120,CCI
3683,MA120,EMA120,A_Ratio
3684,MA120,EMA120,B_Ratio
3685,MA120,EMA120,ATR
3686,MA120,EMA120,UpDI
3687,MA120,EMA120,DownDI
3688,MA120,EMA120,MFI
3689,MA120,EMA120,Momentum
3690,MA120,EMA120,Sonar
3691,MA120,EMA120,Sonar_sig5
3692,MA120,EMA120,STDEV
3693,MA120,EMA120,Sigma
3694,MA120,EMA120,TRIX
3695,MA120,EMA120,VR
3696,MA120,EMA120,WILLR
3697,MA120,EMA120,Psy
3698,MA120,EMA120,Disparity20
3699,MA120,EMA120,Disparity60
3700,MA120,EMA120,ADX
3701,MA120,EMA120,ADOSC
3702,MA120,EMA120,Volume_OSC
3703,MA120,EMA120,upperband
3704,MA120,EMA120,middleband
3705,MA120,EMA120,lowerband
3706,MA120,MACD,MACD_sig9
3707,MA120,MACD,MACD_OSC
3708,MA120,MACD,Fast%K
3709,MA120,MACD,Fast%D
3710,MA120,MACD,Slow%K
3711,MA120,MACD,Slow%D
3712,MA120,MACD,RSI14
3713,MA120,MACD,RSI signal
3714,MA120,MACD,CCI
3715,MA120,MACD,A_Ratio
3716,MA120,MACD,B_Ratio
3717,MA120,MACD,ATR
3718,MA120,MACD,UpDI
3719,MA120,MACD,DownDI
3720,MA120,MACD,MFI
3721,MA120,MACD,Momentum
3722,MA120,MACD,Sonar
3723,MA120,MACD,Sonar_sig5
3724,MA120,MACD,STDEV
3725,MA120,MACD,Sigma
3726,MA120,MACD,TRIX
3727,MA120,MACD,VR
3728,MA120,MACD,WILLR
3729,MA120,MACD,Psy
3730,MA120,MACD,Disparity20
3731,MA120,MACD,Disparity60
3732,MA120,MACD,ADX
3733,MA120,MACD,ADOSC
3734,MA120,MACD,Volume_OSC
3735,MA120,MACD,upperband
3736,MA120,MACD,middleband
3737,MA120,MACD,lowerband
3738,MA120,MACD_sig9,MACD_OSC
3739,MA120,MACD_sig9,Fast%K
3740,MA120,MACD_sig9,Fast%D
3741,MA120,MACD_sig9,Slow%K
3742,MA120,MACD_sig9,Slow%D
3743,MA120,MACD_sig9,RSI14
3744,MA120,MACD_sig9,RSI signal
3745,MA120,MACD_sig9,CCI
3746,MA120,MACD_sig9,A_Ratio
3747,MA120,MACD_sig9,B_Ratio
3748,MA120,MACD_sig9,ATR
3749,MA120,MACD_sig9,UpDI
3750,MA120,MACD_sig9,DownDI
3751,MA120,MACD_sig9,MFI
3752,MA120,MACD_sig9,Momentum
3753,MA120,MACD_sig9,Sonar
3754,MA120,MACD_sig9,Sonar_sig5
3755,MA120,MACD_sig9,STDEV
3756,MA120,MACD_sig9,Sigma
3757,MA120,MACD_sig9,TRIX
3758,MA120,MACD_sig9,VR
