,0,1
788,Fast%D,WILLR
789,Fast%D,Psy
790,Fast%D,Disparity20
791,Fast%D,Disparity60
792,Fast%D,ADX
793,Fast%D,ADOSC
794,Fast%D,Volume_OSC
795,Fast%D,upperband
796,Fast%D,middleband
797,Fast%D,lowerband
798,Slow%K,Slow%D
799,Slow%K,RSI14
800,Slow%K,RSI signal
801,Slow%K,CCI
802,Slow%K,A_Ratio
803,Slow%K,B_Ratio
804,Slow%K,ATR
805,Slow%K,UpDI
806,Slow%K,DownDI
807,Slow%K,MFI
808,Slow%K,Momentum
809,Slow%K,Sonar
810,Slow%K,Sonar_sig5
811,Slow%K,STDEV
812,Slow%K,Sigma
813,Slow%K,TRIX
814,Slow%K,VR
815,Slow%K,WILLR
816,Slow%K,Psy
817,Slow%K,Disparity20
818,Slow%K,Disparity60
819,Slow%K,ADX
820,Slow%K,ADOSC
821,Slow%K,Volume_OSC
822,Slow%K,upperband
823,Slow%K,middleband
824,Slow%K,lowerband
825,Slow%D,RSI14
826,Slow%D,RSI signal
827,Slow%D,CCI
828,Slow%D,A_Ratio
829,Slow%D,B_Ratio
830,Slow%D,ATR
831,Slow%D,UpDI
832,Slow%D,DownDI
833,Slow%D,MFI
834,Slow%D,Momentum
835,Slow%D,Sonar
836,Slow%D,Sonar_sig5
837,Slow%D,STDEV
838,Slow%D,Sigma
839,Slow%D,TRIX
840,Slow%D,VR
841,Slow%D,WILLR
842,Slow%D,Psy
843,Slow%D,Disparity20
844,Slow%D,Disparity60
845,Slow%D,ADX
846,Slow%D,ADOSC
847,Slow%D,Volume_OSC
848,Slow%D,upperband
849,Slow%D,middleband
850,Slow%D,lowerband
851,RSI14,RSI signal
852,RSI14,CCI
853,RSI14,A_Ratio
854,RSI14,B_Ratio
855,RSI14,ATR
856,RSI14,UpDI
857,RSI14,DownDI
858,RSI14,MFI
859,RSI14,Momentum
860,RSI14,Sonar
861,RSI14,Sonar_sig5
862,RSI14,STDEV
863,RSI14,Sigma
864,RSI14,TRIX
865,RSI14,VR
866,RSI14,WILLR
867,RSI14,Psy
868,RSI14,Disparity20
869,RSI14,Disparity60
870,RSI14,ADX
871,RSI14,ADOSC
872,RSI14,Volume_OSC
873,RSI14,upperband
874,RSI14,middleband
875,RSI14,lowerband
876,RSI signal,CCI
877,RSI signal,A_Ratio
878,RSI signal,B_Ratio
879,RSI signal,ATR
880,RSI signal,UpDI
881,RSI signal,DownDI
882,RSI signal,MFI
883,RSI signal,Momentum
884,RSI signal,Sonar
885,RSI signal,Sonar_sig5
886,RSI signal,STDEV
887,RSI signal,Sigma
888,RSI signal,TRIX
889,RSI signal,VR
890,RSI signal,WILLR
891,RSI signal,Psy
892,RSI signal,Disparity20
893,RSI signal,Disparity60
894,RSI signal,ADX
895,RSI signal,ADOSC
896,RSI signal,Volume_OSC
897,RSI signal,upperband
898,RSI signal,middleband
899,RSI signal,lowerband
900,CCI,A_Ratio
901,CCI,B_Ratio
902,CCI,ATR
903,CCI,UpDI
904,CCI,DownDI
905,CCI,MFI
906,CCI,Momentum
907,CCI,Sonar
908,CCI,Sonar_sig5
909,CCI,STDEV
910,CCI,Sigma
911,CCI,TRIX
912,CCI,VR
913,CCI,WILLR
914,CCI,Psy
915,CCI,Disparity20
916,CCI,Disparity60
917,CCI,ADX
918,CCI,ADOSC
919,CCI,Volume_OSC
920,CCI,upperband
921,CCI,middleband
922,CCI,lowerband
923,A_Ratio,B_Ratio
924,A_Ratio,ATR
925,A_Ratio,UpDI
926,A_Ratio,DownDI
927,A_Ratio,MFI
928,A_Ratio,Momentum
929,A_Ratio,Sonar
930,A_Ratio,Sonar_sig5
931,A_Ratio,STDEV
932,A_Ratio,Sigma
933,A_Ratio,TRIX
934,A_Ratio,VR
935,A_Ratio,WILLR
936,A_Ratio,Psy
937,A_Ratio,Disparity20
938,A_Ratio,Disparity60
939,A_Ratio,ADX
940,A_Ratio,ADOSC
941,A_Ratio,Volume_OSC
942,A_Ratio,upperband
943,A_Ratio,middleband
944,A_Ratio,lowerband
945,B_Ratio,ATR
946,B_Ratio,UpDI
947,B_Ratio,DownDI
948,B_Ratio,MFI
949,B_Ratio,Momentum
950,B_Ratio,Sonar
951,B_Ratio,Sonar_sig5
952,B_Ratio,STDEV
953,B_Ratio,Sigma
954,B_Ratio,TRIX
955,B_Ratio,VR
956,B_Ratio,WILLR
957,B_Ratio,Psy
958,B_Ratio,Disparity20
959,B_Ratio,Disparity60
960,B_Ratio,ADX
961,B_Ratio,ADOSC
962,B_Ratio,Volume_OSC
963,B_Ratio,upperband
964,B_Ratio,middleband
965,B_Ratio,lowerband
966,ATR,UpDI
967,ATR,DownDI
968,ATR,MFI
969,ATR,Momentum
970,ATR,Sonar
971,ATR,Sonar_sig5
972,ATR,STDEV
973,ATR,Sigma
974,ATR,TRIX
975,ATR,VR
976,ATR,WILLR
977,ATR,Psy
978,ATR,Disparity20
979,ATR,Disparity60
980,ATR,ADX
981,ATR,ADOSC
982,ATR,Volume_OSC
983,ATR,upperband
984,ATR,middleband
985,ATR,lowerband
986,UpDI,DownDI
987,UpDI,MFI
988,UpDI,Momentum
989,UpDI,Sonar
990,UpDI,Sonar_sig5
991,UpDI,STDEV
992,UpDI,Sigma
993,UpDI,TRIX
994,UpDI,VR
995,UpDI,WILLR
996,UpDI,Psy
997,UpDI,Disparity20
998,UpDI,Disparity60
999,UpDI,ADX
1000,UpDI,ADOSC
1001,UpDI,Volume_OSC
1002,UpDI,upperband
1003,UpDI,middleband
1004,UpDI,lowerband
1005,DownDI,MFI
1006,DownDI,Momentum
1007,DownDI,Sonar
1008,DownDI,Sonar_sig5
1009,DownDI,STDEV
1010,DownDI,Sigma
1011,DownDI,TRIX
1012,DownDI,VR
1013,DownDI,WILLR
1014,DownDI,Psy
1015,DownDI,Disparity20
1016,DownDI,Disparity60
1017,DownDI,ADX
1018,DownDI,ADOSC
1019,DownDI,Volume_OSC
1020,DownDI,upperband
1021,DownDI,middleband
1022,DownDI,lowerband
1023,MFI,Momentum
1024,MFI,Sonar
1025,MFI,Sonar_sig5
1026,MFI,STDEV
1027,MFI,Sigma
1028,MFI,TRIX
1029,MFI,VR
1030,MFI,WILLR
1031,MFI,Psy
1032,MFI,Disparity20
1033,MFI,Disparity60
1034,MFI,ADX
1035,MFI,ADOSC
1036,MFI,Volume_OSC
1037,MFI,upperband
1038,MFI,middleband
1039,MFI,lowerband
1040,Momentum,Sonar
1041,Momentum,Sonar_sig5
1042,Momentum,STDEV
1043,Momentum,Sigma
1044,Momentum,TRIX
1045,Momentum,VR
1046,Momentum,WILLR
1047,Momentum,Psy
1048,Momentum,Disparity20
1049,Momentum,Disparity60
1050,Momentum,ADX
1051,Momentum,ADOSC
1052,Momentum,Volume_OSC
1053,Momentum,upperband
1054,Momentum,middleband
1055,Momentum,lowerband
1056,Sonar,Sonar_sig5
1057,Sonar,STDEV
1058,Sonar,Sigma
1059,Sonar,TRIX
1060,Sonar,VR
1061,Sonar,WILLR
1062,Sonar,Psy
1063,Sonar,Disparity20
1064,Sonar,Disparity60
1065,Sonar,ADX
1066,Sonar,ADOSC
1067,Sonar,Volume_OSC
1068,Sonar,upperband
1069,Sonar,middleband
1070,Sonar,lowerband
