Date,Open,High,Low,Close,Adj Close,Volume
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4550.840820,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4289.475098,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4289.475098,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4612.338867,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4735.333984,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4581.590820,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4627.711914,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4627.711914,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4935.203125,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4950.576172,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4766.083008,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4819.895020,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4965.952637,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4758.396484,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4781.457031,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4919.827637,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4866.018066,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4781.457031,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4635.399902,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,4204.916504,114120000
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4258.725586,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,4104.982422,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3958.923828,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3958.923828,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3682.184326,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3751.368408,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3751.368408,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3751.368408,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3751.368408,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3620.686768,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3343.945557,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,3051.830566,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3197.888672,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3536.127197,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3382.383057,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2921.147461,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,3144.078125,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,3074.892822,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,3097.954346,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,3121.015625,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,3105.641113,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2928.835205,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2928.835205,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2990.333008,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,3028.769775,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2998.020264,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2836.588135,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2813.526855,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2475.288086,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2413.790527,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2329.230957,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2329.230957,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,2106.301514,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,2098.614746,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2229.297119,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2559.848145,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2459.913818,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2567.535889,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2467.601563,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2221.609375,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2221.609375,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,2113.988525,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2190.861084,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2506.037842,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2552.160400,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2644.407959,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2698.217285,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2644.407959,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2621.346191,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2613.658936,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2598.285400,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2421.478027,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2529.098877,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2605.971680,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2521.412354,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2475.288086,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2383.041504,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2429.165039,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2413.790527,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2467.601563,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2613.658936,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2905.773682,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2705.905518,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2475.288086,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2490.663330,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2444.540039,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2383.041504,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2490.663330,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2467.601563,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2506.037842,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2590.596680,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2752.029053,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2690.530762,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2905.773682,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2782.777832,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2682.844238,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2736.654297,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2713.592529,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2567.535889,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2490.663330,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2413.790527,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2413.790527,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2429.165039,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2429.165039,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2429.165039,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2429.165039,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2429.165039,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2575.222656,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2590.596680,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2905.773682,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2998.020264,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2982.645996,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2951.897217,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2851.962891,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2798.152100,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2951.897217,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,3013.394287,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3182.514160,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3244.011963,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3382.383057,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3536.127197,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3497.690674,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3497.690674,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3497.690674,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3497.690674,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,3059.518799,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,3090.267578,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,3159.453125,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3382.383057,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3282.446777,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3297.822510,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,3097.954346,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,3082.580566,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2998.020264,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,3121.015625,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,3128.703125,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,3051.830566,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,3059.518799,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,3059.518799,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3174.826660,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3267.073486,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3220.951416,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3259.385986,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3197.888672,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,3082.580566,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2951.897217,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2951.897217,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2913.461670,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2875.025146,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2875.025146,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2775.090332,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2859.649658,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2921.147461,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,3074.892822,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,3082.580566,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2951.897217,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2821.214355,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2798.152100,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2798.152100,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,3013.394287,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2990.333008,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2921.147461,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2936.522217,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2974.958740,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,3059.518799,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3305.509033,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3336.258789,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3190.201172,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3190.201172,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,3144.078125,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3197.888672,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,3067.205811,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2921.147461,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2813.526855,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2813.526855,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2951.897217,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2851.962891,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2798.152100,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2859.649658,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,3082.580566,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,3121.015625,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,3028.769775,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,3051.830566,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3290.135742,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3612.998535,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3451.567871,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3490.003418,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3382.383057,31185000
