Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,6000.000000,6110.000000,5660.000000,6110.000000,4696.898438,74195000
2000-01-05,5800.000000,6060.000000,5520.000000,5580.000000,4289.475098,74680000
2000-01-06,5750.000000,5780.000000,5580.000000,5620.000000,4320.223633,54390000
2000-01-07,5560.000000,5670.000000,5360.000000,5540.000000,4258.725586,40305000
2000-01-10,5600.000000,5770.000000,5580.000000,5770.000000,4435.533691,46880000
2000-01-11,5820.000000,6100.000000,5770.000000,5770.000000,4435.533691,59745000
2000-01-12,5610.000000,5740.000000,5600.000000,5720.000000,4397.096680,29220000
2000-01-13,5600.000000,5740.000000,5560.000000,5710.000000,4389.409668,41190000
2000-01-14,5720.000000,5880.000000,5680.000000,5830.000000,4481.656738,49375000
2000-01-17,6000.000000,6180.000000,5920.000000,6100.000000,4689.211914,63505000
2000-01-18,6160.000000,6160.000000,5980.000000,6100.000000,4689.211914,45260000
2000-01-19,6000.000000,6040.000000,5960.000000,5960.000000,4581.590820,40205000
2000-01-20,5860.000000,6040.000000,5820.000000,6040.000000,4643.088379,37315000
2000-01-21,5950.000000,5980.000000,5880.000000,5880.000000,4520.091309,32535000
2000-01-24,5800.000000,5900.000000,5700.000000,5700.000000,4381.722168,34355000
2000-01-25,5520.000000,5640.000000,5440.000000,5440.000000,4181.854004,44250000
2000-01-26,5500.000000,5520.000000,5410.000000,5480.000000,4212.603027,29285000
2000-01-27,5480.000000,5620.000000,5430.000000,5520.000000,4243.351074,27900000
2000-01-28,5640.000000,5880.000000,5540.000000,5820.000000,4473.970215,38315000
2000-01-31,5640.000000,5730.000000,5560.000000,5580.000000,4289.475098,39630000
2000-02-01,5600.000000,5680.000000,5260.000000,5320.000000,4089.607422,71470000
2000-02-02,5220.000000,5370.000000,5110.000000,5250.000000,4035.795654,64105000
2000-02-03,5250.000000,5460.000000,4970.000000,5130.000000,3943.549316,142765000
2000-02-04,5130.000000,5130.000000,5130.000000,5130.000000,3943.549316,0
2000-02-07,5140.000000,5330.000000,5040.000000,5240.000000,4028.108154,64140000
2000-02-08,5340.000000,5480.000000,5310.000000,5430.000000,4174.166504,58460000
2000-02-09,5560.000000,5720.000000,5480.000000,5720.000000,4397.096680,51050000
2000-02-10,5660.000000,5880.000000,5600.000000,5760.000000,4427.845215,61845000
2000-02-11,5960.000000,5960.000000,5680.000000,5700.000000,4381.722168,34660000
2000-02-14,5600.000000,5660.000000,5340.000000,5380.000000,4135.730957,44140000
2000-02-15,5380.000000,5420.000000,5140.000000,5200.000000,3997.360840,38315000
2000-02-16,5180.000000,5200.000000,4780.000000,5000.000000,3843.616455,73115000
2000-02-17,4940.000000,5100.000000,4910.000000,5080.000000,3905.114014,65185000
2000-02-18,5370.000000,5630.000000,5160.000000,5300.000000,4074.232910,108750000
2000-02-21,5200.000000,5260.000000,5030.000000,5070.000000,3897.426025,26485000
2000-02-22,5000.000000,5240.000000,5000.000000,5120.000000,3935.862305,24180000
2000-02-23,5220.000000,5260.000000,5100.000000,5140.000000,3951.235840,27720000
2000-02-24,5120.000000,5240.000000,5060.000000,5070.000000,3897.426025,26075000
2000-02-25,5080.000000,5150.000000,4980.000000,5120.000000,3935.862305,27875000
2000-02-28,5000.000000,5050.000000,4800.000000,4800.000000,3689.870117,30140000
2000-02-29,4900.000000,5140.000000,4840.000000,5120.000000,3935.862305,51820000
2000-03-01,5120.000000,5120.000000,5120.000000,5120.000000,3935.862305,0
2000-03-02,5880.000000,5880.000000,5520.000000,5880.000000,4520.091309,117750000
2000-03-03,6200.000000,6250.000000,5880.000000,6000.000000,4612.338867,140990000
2000-03-06,6000.000000,6050.000000,5600.000000,5640.000000,4335.597656,39150000
2000-03-07,5600.000000,5640.000000,5480.000000,5620.000000,4320.223633,30070000
2000-03-08,5520.000000,6000.000000,5500.000000,5920.000000,4550.840820,32460000
2000-03-09,5970.000000,5980.000000,5620.000000,5620.000000,4320.223633,55890000
2000-03-10,5790.000000,5800.000000,5520.000000,5540.000000,4258.725586,28605000
2000-03-13,5480.000000,5490.000000,5160.000000,5180.000000,3981.986328,32215000
2000-03-14,5170.000000,5380.000000,5160.000000,5210.000000,4005.048096,30060000
2000-03-15,5200.000000,5400.000000,5120.000000,5400.000000,4151.105469,46105000
2000-03-16,5480.000000,5520.000000,5360.000000,5400.000000,4151.105469,28795000
2000-03-17,5540.000000,5560.000000,5400.000000,5480.000000,4212.603027,24080000
2000-03-20,5600.000000,5710.000000,5530.000000,5660.000000,4350.974609,26365000
2000-03-21,5700.000000,5940.000000,5610.000000,5880.000000,4520.091309,44925000
2000-03-22,5960.000000,6300.000000,5880.000000,6200.000000,4766.083008,86975000
2000-03-23,6480.000000,6580.000000,6200.000000,6200.000000,4766.083008,64950000
2000-03-24,6320.000000,7120.000000,6180.000000,6800.000000,5227.317871,90260000
2000-03-27,6960.000000,7040.000000,6700.000000,6800.000000,5227.317871,67730000
2000-03-28,6900.000000,7260.000000,6820.000000,7030.000000,5404.124023,74425000
2000-03-29,7030.000000,7680.000000,6980.000000,7660.000000,5888.419434,78090000
2000-03-30,7520.000000,7560.000000,7050.000000,7050.000000,5419.499023,74645000
2000-03-31,6800.000000,7070.000000,6650.000000,6700.000000,5150.445313,63855000
2000-04-03,6920.000000,7320.000000,6860.000000,7100.000000,5457.933105,56805000
2000-04-04,7000.000000,7290.000000,6660.000000,6800.000000,5227.317871,58340000
2000-04-05,6800.000000,6800.000000,6800.000000,6800.000000,5227.317871,0
2000-04-06,6860.000000,6960.000000,6680.000000,6680.000000,5135.071777,47235000
2000-04-07,6860.000000,7260.000000,6780.000000,7200.000000,5534.806641,42355000
2000-04-10,7500.000000,7500.000000,7200.000000,7300.000000,5611.679688,35885000
2000-04-11,7200.000000,7200.000000,6950.000000,7100.000000,5457.933105,29075000
2000-04-12,6960.000000,7030.000000,6860.000000,6910.000000,5311.877930,35250000
2000-04-13,6910.000000,6910.000000,6910.000000,6910.000000,5311.877930,0
2000-04-14,6600.000000,6680.000000,6260.000000,6260.000000,4812.208496,62365000
2000-04-17,5420.000000,5750.000000,5340.000000,5520.000000,4243.351074,78050000
2000-04-18,6200.000000,6240.000000,5860.000000,6040.000000,4643.088379,73730000
2000-04-19,6300.000000,6460.000000,5860.000000,6000.000000,4612.338867,60615000
2000-04-20,5960.000000,6160.000000,5920.000000,6020.000000,4627.711914,37335000
2000-04-21,6060.000000,6180.000000,5970.000000,6050.000000,4650.775879,26425000
2000-04-24,5970.000000,6030.000000,5760.000000,5800.000000,4458.594238,27830000
2000-04-25,5620.000000,5760.000000,5520.000000,5640.000000,4335.597656,34900000
2000-04-26,5820.000000,5860.000000,5600.000000,5600.000000,4304.849121,39290000
2000-04-27,5520.000000,5700.000000,5400.000000,5400.000000,4151.105469,54110000
2000-04-28,5500.000000,6100.000000,5460.000000,6000.000000,4612.338867,75530000
2000-05-01,6000.000000,6000.000000,6000.000000,6000.000000,4612.338867,0
2000-05-02,6200.000000,6530.000000,6120.000000,6280.000000,4827.581055,72335000
2000-05-03,6240.000000,6260.000000,6090.000000,6180.000000,4750.709961,26585000
2000-05-04,6220.000000,6360.000000,6140.000000,6180.000000,4750.709961,26100000
2000-05-05,6180.000000,6180.000000,6180.000000,6180.000000,4750.709961,0
2000-05-08,6400.000000,6700.000000,6300.000000,6560.000000,5042.824707,52695000
2000-05-09,6560.000000,6560.000000,6560.000000,6560.000000,5042.824707,0
2000-05-10,6320.000000,6390.000000,6270.000000,6350.000000,4881.392578,27620000
2000-05-11,6350.000000,6350.000000,6350.000000,6350.000000,4881.392578,0
2000-05-12,6420.000000,6440.000000,6160.000000,6160.000000,4735.333984,47170000
2000-05-15,6290.000000,6530.000000,6220.000000,6440.000000,4950.576172,47120000
2000-05-16,6510.000000,6800.000000,6510.000000,6800.000000,5227.317871,39620000
2000-05-17,7000.000000,7340.000000,6920.000000,6920.000000,5319.563477,76235000
2000-05-18,6740.000000,7000.000000,6680.000000,6800.000000,5227.317871,36580000
2000-05-19,6740.000000,6900.000000,6600.000000,6900.000000,5304.188965,41450000
2000-05-22,6720.000000,6830.000000,6620.000000,6670.000000,5127.383301,36385000
2000-05-23,6500.000000,6700.000000,6350.000000,6380.000000,4904.454102,41290000
2000-05-24,6160.000000,6370.000000,5920.000000,6200.000000,4766.083008,72150000
2000-05-25,6330.000000,6380.000000,5930.000000,6000.000000,4612.338867,85965000
2000-05-26,5900.000000,5990.000000,5600.000000,5600.000000,4304.849121,67100000
2000-05-29,5260.000000,5680.000000,5240.000000,5460.000000,4197.229492,67130000
2000-05-30,5460.000000,5460.000000,5460.000000,5460.000000,4197.229492,0
2000-05-31,6000.000000,6290.000000,5960.000000,6160.000000,4735.333984,83935000
2000-06-01,6200.000000,6410.000000,6120.000000,6300.000000,4842.956055,50230000
2000-06-02,6690.000000,6900.000000,6510.000000,6620.000000,5088.946777,84385000
2000-06-05,6920.000000,6980.000000,6680.000000,6740.000000,5181.193359,48010000
2000-06-06,6740.000000,6740.000000,6740.000000,6740.000000,5181.193359,0
2000-06-07,6600.000000,6980.000000,6510.000000,6800.000000,5227.317871,53365000
2000-06-08,6660.000000,6960.000000,6530.000000,6530.000000,5019.762695,58550000
2000-06-09,6600.000000,7040.000000,6530.000000,7020.000000,5396.434570,63860000
2000-06-12,7200.000000,7280.000000,7030.000000,7190.000000,5527.120117,49515000
2000-06-13,7060.000000,7100.000000,6870.000000,7060.000000,5427.185059,42495000
2000-06-14,7230.000000,7640.000000,7090.000000,7640.000000,5873.044434,63020000
2000-06-15,7560.000000,7560.000000,7000.000000,7000.000000,5381.061523,61225000
2000-06-16,6900.000000,6960.000000,6710.000000,6740.000000,5181.193359,66455000
2000-06-19,6600.000000,6950.000000,6550.000000,6700.000000,5150.445313,53560000
2000-06-20,6940.000000,7180.000000,6830.000000,7140.000000,5488.683594,59790000
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5442.560547,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5411.811035,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5381.061523,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5542.494629,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5619.365723,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5780.797852,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5757.735840,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5673.176270,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5765.423828,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5650.114258,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5711.613281,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5611.679688,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5657.801758,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5842.294922,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5726.987793,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5873.044434,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5965.291992,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5803.859375,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5803.859375,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5734.675293,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5734.675293,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5304.188965,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5319.563477,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4904.454102,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4827.581055,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,5035.137207,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4789.144531,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4404.783203,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4535.467285,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4781.457031,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4666.150391,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4635.399902,27815000
