,bench_att,bench_neu,bench_def,bench_att_HV,bench_neu_HV,bench_def_HV,bt_att,bt_neu,bt_def,bt_att_hv,bt_neu_hv,bt_def_hv
2011-09-29,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
2011-09-30,96.89445019397735,97.72940141735077,97.90369196853638,0.24649537412582484,0.18022317530836807,0.16638929167920335,96.89445019397735,97.72940141735077,97.90369196853638,0.24649537412582484,0.18022317530836807,0.16638929167920335
2011-10-03,94.1673129324913,95.755096100235,96.08655226402283,0.22231103010362477,0.161364268857347,0.148701081779427,94.1673129324913,95.755096100235,96.08655226402283,0.22231103010362477,0.161364268857347,0.148701081779427
2011-10-04,96.39574254446029,97.37426103000642,97.57852839431763,0.35504587271082744,0.2560455096490356,0.23560267737367255,96.39574254446029,97.37426103000642,97.57852839431763,0.35504587271082744,0.2560455096490356,0.23560267737367255
2011-10-05,98.0635010345459,98.56073207874299,98.66451279697418,0.3584580493972403,0.2579208438683334,0.23714136420261706,98.0635010345459,98.56073207874299,98.66451279697418,0.3584580493972403,0.2579208438683334,0.23714136420261706
2011-10-06,100.22498485813139,100.16406605434419,100.15129584112167,0.36079587615211905,0.26098116781494585,0.24032748727219816,100.22498485813139,100.16406605434419,100.15129584112167,0.36079587615211905,0.26098116781494585,0.24032748727219816
2011-10-07,99.69844068794248,99.71563072891237,99.71918825016022,0.3356295742671762,0.24314121117518428,0.2240146509559702,99.69844068794248,99.71563072891237,99.71918825016022,0.3356295742671762,0.24314121117518428,0.2240146509559702
2011-10-10,103.49343480749127,102.55170793933871,102.35506261339188,0.3727428615942843,0.27290925243363967,0.2522100633365121,103.49343480749127,102.55170793933871,102.35506261339188,0.3727428615942843,0.27290925243363967,0.2522100633365121
2011-10-11,103.51690971736906,102.62656251926425,102.44061167392731,0.35209488823889373,0.25762115340970443,0.23804007846672717,103.51690971736906,102.62656251926425,102.44061167392731,0.35209488823889373,0.25762115340970443,0.23804007846672717
2011-10-12,105.08232376060482,103.77024341182712,103.49623844108582,0.33813050435180186,0.24744694616232535,0.22863899414907862,105.08232376060482,103.77024341182712,103.49623844108582,0.33813050435180186,0.24744694616232535,0.22863899414907862
2011-10-13,104.85928691053387,103.61392567920689,103.35386435403824,0.324120464083149,0.23718460251056042,0.21915278138553082,104.85928691053387,103.61392567920689,103.35386435403824,0.324120464083149,0.23718460251056042,0.21915278138553082
2011-10-14,106.8404560876846,105.08022763767246,104.71266336193085,0.3166549834704358,0.23198467453862215,0.21440447239763108,106.8404560876846,105.08022763767246,104.71266336193085,0.3166549834704358,0.23198467453862215,0.21440447239763108
2011-10-17,104.70149544439313,103.54880636882785,103.30808914556503,0.3231411431351962,0.23667266204547568,0.21867627270967344,104.70149544439313,103.54880636882785,103.30808914556503,0.3231411431351962,0.23667266204547568,0.21867627270967344
2011-10-18,106.6724661089897,105.02051213932042,104.67554689817428,0.31742891027211717,0.23278968105360298,0.2151607956101106,106.6724661089897,105.02051213932042,103.3403461995125,0.31742891027211717,0.23278968105360298,0.2109294650477133
2011-10-19,105.42230947122573,104.10538381977085,103.83033811292647,0.31358475871840114,0.2301319779861908,0.21274031172644664,105.42230947122573,104.10538381977085,103.39323434686662,0.31358475871840114,0.2301319779861908,0.20391991360355297
2011-10-20,104.83437581100463,103.64542585773471,103.39708689327239,0.30572224802648906,0.22453965394485423,0.20762183268343104,104.83437581100463,103.64542585773471,103.30031715545655,0.30572224802648906,0.22453965394485423,0.19782909428030016
2011-10-21,106.9708849029541,105.28236476001742,104.92969110908507,0.30350368988194554,0.2235563033755387,0.20688795387742429,106.9708849029541,105.28236476001742,103.50209240932466,0.30350368988194554,0.2235563033755387,0.1919232937006442
2011-10-24,109.46815926122665,107.14307507686617,106.65751366682052,0.303095110225753,0.22359996831620094,0.20700546439056122,109.46815926122665,107.14307507686617,103.52628853788377,0.303095110225753,0.22359996831620094,0.18663930569616555
2011-10-25,107.31317247629165,105.62794041423798,105.27593098573685,0.3079385721440512,0.22687713767469458,0.209926250203904,107.31317247629165,105.62794041423798,103.86721717061997,0.3079385721440512,0.22687713767469458,0.18171952537809824
2011-10-26,108.0792060397148,106.14439177265167,105.74026652154923,0.3003491741642971,0.22123031059938766,0.20468694438727678,108.0792060397148,106.14439177265167,103.65781198225021,0.3003491741642971,0.22123031059938766,0.1776800405698105
2011-10-27,112.79935639381408,109.63971464290618,108.979875715065,0.32948425903735473,0.24364827214980614,0.22563380022209262,112.79935639381408,109.63971464290618,103.61846638450622,0.32948425903735473,0.24364827214980614,0.1777349621869913
2011-10-28,112.45328924894332,109.47098482379913,108.84815474100114,0.30269054895802194,0.2238151560365766,0.20724608420115423,112.45328924894332,109.47098482379913,103.97196376066206,0.30269054895802194,0.2238151560365766,0.1571429101327202
2011-10-31,109.11628852767944,107.04878812274933,106.61687121772768,0.3050066245015992,0.22671143321291737,0.21015781370017148,109.11628852767944,107.04878812274933,104.1947412996292,0.3050066245015992,0.22671143321291737,0.13617842082601764
2011-11-01,106.43122785253526,105.12384337711333,104.85062202100755,0.3183589124865672,0.2368692220869819,0.21960026443228642,106.43122785253526,105.12384337711333,104.47073817968366,0.3183589124865672,0.2368692220869819,0.12969082450256555
2011-11-02,108.19069700517655,106.46107433872221,106.09966496877672,0.31800013802903354,0.23711117300327497,0.21995077870482183,108.19069700517655,106.46107433872221,104.59345952863691,0.31800013802903354,0.23711117300327497,0.12680620624040384
