,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225,^FCHI,^GDAXI,^GSPC,^HSI,^IXIC,^KS11,^N225
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-07,3130.56005859375,3331.889892578125,974.1199951171875,9958.0498046875,1652.1800537109375,709.8099975585938,9265.5595703125,3130.56005859375,3331.889892578125,974.1199951171875,9958.0498046875,1652.1800537109375,709.8099975585938,9265.5595703125,3156.610107421875,3370.5,974.8900146484375,10011.16015625,1658.4300537109375,709.8200073242188,9334.5595703125,3105.3701171875,3299.77001953125,963.8200073242188,9937.9697265625,1641.739990234375,703.0499877929688,9224.0498046875,3156.610107421875,3370.5,967.0800170898438,9998.599609375,1651.4599609375,709.5700073242188,9324.580078125,0.0,94838900.0,1389300000.0,227656200.0,1638040000.0,412200.0,64600000.0
2003-08-08,3165.489990234375,3332.239990234375,977.5900268554688,9945.2197265625,1644.030029296875,704.1400146484375,9327.5302734375,3165.489990234375,3332.239990234375,977.5900268554688,9945.2197265625,1644.030029296875,704.1400146484375,9327.5302734375,3189.679931640625,3367.169921875,980.5700073242188,10026.6904296875,1662.780029296875,712.3099975585938,9367.6396484375,3133.60009765625,3309.219970703125,973.8300170898438,9924.1396484375,1640.8800048828125,704.1400146484375,9251.73046875,3145.8701171875,3339.8701171875,974.1199951171875,9997.9404296875,1659.06005859375,710.5399780273438,9256.6904296875,0.0,73098500.0,1086600000.0,229164200.0,1336330000.0,418300.0,74000000.0
2003-08-11,3188.320068359375,3339.580078125,980.5900268554688,10093.5400390625,1661.510009765625,704.5800170898438,9487.7998046875,3188.320068359375,3339.580078125,980.5900268554688,10093.5400390625,1661.510009765625,704.5800170898438,9487.7998046875,3200.35009765625,3361.669921875,985.4600219726562,10099.9599609375,1668.06005859375,704.5900268554688,9498.150390625,3168.929931640625,3309.85009765625,974.2100219726562,9978.990234375,1646.5899658203125,693.7000122070312,9332.4697265625,3184.3701171875,3333.070068359375,977.5900268554688,9983.8798828125,1646.949951171875,700.4099731445312,9349.0498046875,0.0,60826100.0,1022200000.0,154525400.0,1203780000.0,398700.0,50100000.0
2003-08-12,3208.22998046875,3381.7099609375,990.3499755859375,10184.169921875,1687.010009765625,701.2999877929688,9564.8095703125,3208.22998046875,3381.7099609375,990.3499755859375,10184.169921875,1687.010009765625,701.2999877929688,9564.8095703125,3223.409912109375,3399.760009765625,990.4099731445312,10187.0400390625,1687.47998046875,708.0800170898438,9620.2099609375,3190.8798828125,3342.590087890625,979.9000244140625,10104.5,1660.6600341796875,699.9400024414062,9517.1396484375,3201.889892578125,3342.590087890625,980.5900268554688,10125.8095703125,1666.6099853515625,707.010009765625,9547.580078125,0.0,63345700.0,1132300000.0,220316200.0,1329840000.0,366100.0,60500000.0
2003-08-13,3208.06005859375,3398.889892578125,984.030029296875,10301.4697265625,1686.6099853515625,713.0800170898438,9752.75,3208.06005859375,3398.889892578125,984.030029296875,10301.4697265625,1686.6099853515625,713.0800170898438,9752.75,3237.179931640625,3428.97998046875,992.5,10365.419921875,1695.8299560546875,713.8099975585938,9762.16015625,3198.530029296875,3376.300048828125,980.8499755859375,10257.1796875,1681.31005859375,704.9299926757812,9637.9296875,3232.2900390625,3388.550048828125,990.3499755859375,10273.0302734375,1693.3599853515625,705.5800170898438,9637.9296875,0.0,94847300.0,1208800000.0,368262600.0,1449200000.0,407900.0,78500000.0
2003-08-14,3261.699951171875,3452.699951171875,990.510009765625,10374.01953125,1700.3399658203125,727.010009765625,9913.4697265625,3261.699951171875,3452.699951171875,990.510009765625,10374.01953125,1700.3399658203125,727.010009765625,9913.4697265625,3261.699951171875,3452.699951171875,991.9099731445312,10374.23046875,1700.3399658203125,727.010009765625,9924.6904296875,3197.030029296875,3379.5,980.3599853515625,10283.9296875,1681.52001953125,713.4600219726562,9678.990234375,3217.8798828125,3398.1298828125,984.030029296875,10352.08984375,1688.1300048828125,714.2000122070312,9730.6298828125,0.0,112926200.0,1186800000.0,250020800.0,1311570000.0,482900.0,94700000.0
2003-08-15,3279.2099609375,3443.929931640625,990.6699829101562,10424.5595703125,1702.010009765625,,9863.4697265625,3279.2099609375,3443.929931640625,990.6699829101562,10424.5595703125,1702.010009765625,,9863.4697265625,3298.820068359375,3470.530029296875,992.3900146484375,10434.490234375,1705.3299560546875,,10038.08984375,3262.5,3434.22998046875,987.0999755859375,10312.51953125,1693.8800048828125,,9854.26953125,3266.239990234375,3449.56005859375,990.510009765625,10427.150390625,1697.75,,9945.2998046875,0.0,81938000.0,636370000.0,224160200.0,703950000.0,,95500000.0
2003-08-18,3301.080078125,3507.22998046875,999.739990234375,10525.0400390625,1739.489990234375,730.0999755859375,10032.9697265625,3301.080078125,3507.22998046875,999.739990234375,10525.0400390625,1739.489990234375,730.0999755859375,10032.9697265625,3301.25,3507.22998046875,1000.3499755859375,10527.349609375,1739.5899658203125,734.8099975585938,10048.919921875,3261.43994140625,3447.580078125,990.6699829101562,10424.3896484375,1706.9300537109375,727.5599975585938,9933.5498046875,3301.25,3447.580078125,990.6699829101562,10457.349609375,1707.1700439453125,728.9199829101562,9933.5498046875,0.0,63854400.0,1127600000.0,345808600.0,1476310000.0,498400.0,85100000.0
2003-08-19,3310.699951171875,3504.530029296875,1002.3499755859375,10509.2900390625,1761.1099853515625,740.1300048828125,10174.099609375,3310.699951171875,3504.530029296875,1002.3499755859375,10509.2900390625,1761.1099853515625,740.1300048828125,10174.099609375,3323.889892578125,3545.080078125,1003.2999877929688,10617.7197265625,1761.6300048828125,745.77001953125,10241.9404296875,3291.25,3486.43994140625,995.2999877929688,10477.580078125,1737.3699951171875,738.0,10131.2099609375,3315.669921875,3511.050048828125,999.739990234375,10569.0498046875,1747.0,745.6500244140625,10143.3095703125,0.0,100328600.0,1300600000.0,335816600.0,1724390000.0,615000.0,117800000.0
2003-08-20,3280.340087890625,3501.22998046875,1000.2999877929688,10475.330078125,1760.5400390625,737.2000122070312,10292.0595703125,3280.340087890625,3501.22998046875,1000.2999877929688,10475.330078125,1760.5400390625,737.2000122070312,10292.0595703125,3304.47998046875,3515.169921875,1003.5399780273438,10576.1904296875,1768.52001953125,745.030029296875,10334.2900390625,3264.27001953125,3461.3798828125,996.6199951171875,10447.740234375,1747.010009765625,736.6400146484375,10164.419921875,3304.47998046875,3507.25,1002.3499755859375,10462.26953125,1749.0799560546875,740.4400024414062,10201.2099609375,0.0,87071700.0,1210800000.0,272315600.0,1506760000.0,498000.0,107500000.0
