Date,High,Low,Open,Close,Volume,Adj Close
2003-01-02,3105.0400390625,2898.679931640625,2898.679931640625,3105.0400390625,70826100.0,3105.0400390625
2003-01-03,3124.860107421875,3070.030029296875,3098.889892578125,3092.93994140625,76310500.0,3092.93994140625
2003-01-06,3157.25,3033.77001953125,3101.169921875,3157.25,81943500.0,3157.25
2003-01-07,3156.56005859375,3069.110107421875,3156.56005859375,3112.77001953125,83466400.0,3112.77001953125
2003-01-08,3108.02001953125,2993.0,3108.02001953125,2993.0,87311000.0,2993.0
2003-01-09,3043.639892578125,2932.929931640625,3000.239990234375,3037.679931640625,104655200.0,3037.679931640625
2003-01-10,3093.780029296875,2986.75,3037.800048828125,3037.330078125,112102800.0,3037.330078125
2003-01-13,3127.1201171875,3039.909912109375,3039.909912109375,3060.64990234375,89340500.0,3060.64990234375
2003-01-14,3141.330078125,3055.2900390625,3063.489990234375,3098.719970703125,109225600.0,3098.719970703125
2003-01-15,3145.659912109375,3036.93994140625,3107.610107421875,3049.39990234375,94204000.0,3049.39990234375
2003-01-16,3080.27001953125,3023.320068359375,3047.239990234375,3054.110107421875,81456100.0,3054.110107421875
2003-01-17,3047.110107421875,2918.260009765625,3047.110107421875,2918.820068359375,107425400.0,2918.820068359375
2003-01-20,2966.780029296875,2892.929931640625,2927.580078125,2893.550048828125,63749500.0,2893.550048828125
2003-01-21,2955.75,2860.340087890625,2900.8798828125,2870.570068359375,100490200.0,2870.570068359375
2003-01-22,2897.47998046875,2765.56005859375,2866.35009765625,2803.25,125369400.0,2803.25
2003-01-23,2862.590087890625,2776.719970703125,2804.1298828125,2811.219970703125,114245700.0,2811.219970703125
2003-01-24,2827.429931640625,2714.889892578125,2813.1298828125,2717.820068359375,98877800.0,2717.820068359375
2003-01-27,2728.280029296875,2615.669921875,2716.419921875,2643.800048828125,127433000.0,2643.800048828125
2003-01-28,2705.219970703125,2616.0400390625,2649.9599609375,2671.360107421875,110596000.0,2671.360107421875
2003-01-29,2743.10009765625,2563.919921875,2667.68994140625,2706.570068359375,136367100.0,2706.570068359375
2003-01-30,2742.919921875,2665.52001953125,2711.840087890625,2693.780029296875,115937300.0,2693.780029296875
2003-01-31,2753.260009765625,2622.409912109375,2687.719970703125,2747.830078125,106047400.0,2747.830078125
2003-02-03,2802.929931640625,2735.580078125,2750.39990234375,2751.989990234375,73695500.0,2751.989990234375
2003-02-04,2750.0400390625,2618.139892578125,2750.0400390625,2632.97998046875,93671300.0,2632.97998046875
2003-02-05,2738.110107421875,2584.8798828125,2626.85009765625,2725.8798828125,104109600.0,2725.8798828125
2003-02-06,2720.179931640625,2617.659912109375,2714.1201171875,2649.0,98302900.0,2649.0
2003-02-07,2671.699951171875,2561.72998046875,2649.02001953125,2569.340087890625,105234000.0,2569.340087890625
2003-02-10,2593.0,2528.89990234375,2573.260009765625,2586.090087890625,83134900.0,2586.090087890625
2003-02-11,2664.159912109375,2584.679931640625,2593.14990234375,2627.0,80598900.0,2627.0
2003-02-12,2621.449951171875,2565.02001953125,2621.449951171875,2571.25,92549600.0,2571.25
2003-02-13,2599.43994140625,2535.0400390625,2566.949951171875,2555.27001953125,88841500.0,2555.27001953125
2003-02-14,2711.590087890625,2558.25,2558.25,2674.4599609375,102075600.0,2674.4599609375
2003-02-17,2722.300048828125,2679.949951171875,2683.47998046875,2708.969970703125,59239000.0,2708.969970703125
2003-02-18,2750.080078125,2673.909912109375,2707.570068359375,2740.139892578125,86586500.0,2740.139892578125
2003-02-19,2734.81005859375,2616.909912109375,2734.81005859375,2624.64990234375,183765400.0,2624.64990234375
2003-02-20,2669.489990234375,2575.949951171875,2631.47998046875,2591.260009765625,139339300.0,2591.260009765625
2003-02-21,2648.8701171875,2565.139892578125,2591.679931640625,2648.8701171875,121297400.0,2648.8701171875
2003-02-24,2648.550048828125,2571.35009765625,2648.489990234375,2571.35009765625,73568800.0,2571.35009765625
2003-02-25,2563.3701171875,2448.97998046875,2563.3701171875,2485.5,143902600.0,2485.5
2003-02-26,2518.85009765625,2433.14990234375,2488.919921875,2450.199951171875,119300300.0,2450.199951171875
2003-02-27,2513.409912109375,2435.639892578125,2453.340087890625,2513.219970703125,122746800.0,2513.219970703125
2003-02-28,2581.47998046875,2480.719970703125,2508.889892578125,2547.050048828125,93380400.0,2547.050048828125
2003-03-03,2600.760009765625,2535.300048828125,2553.739990234375,2549.64990234375,73924000.0,2549.64990234375
2003-03-04,2541.81005859375,2477.06005859375,2541.81005859375,2501.030029296875,101799200.0,2501.030029296875
2003-03-05,2540.06005859375,2456.39990234375,2495.4599609375,2498.02001953125,84794300.0,2498.02001953125
2003-03-06,2531.6298828125,2433.320068359375,2500.639892578125,2437.510009765625,81831500.0,2437.510009765625
2003-03-07,2467.570068359375,2393.590087890625,2433.719970703125,2431.659912109375,99073800.0,2431.659912109375
2003-03-10,2447.97998046875,2328.81005859375,2437.320068359375,2329.0400390625,101649300.0,2329.0400390625
2003-03-11,2348.080078125,2258.570068359375,2324.010009765625,2305.300048828125,117083100.0,2305.300048828125
2003-03-12,2319.64990234375,2188.75,2300.110107421875,2202.9599609375,133236700.0,2202.9599609375
2003-03-13,2354.31005859375,2203.969970703125,2203.969970703125,2354.31005859375,128562200.0,2354.31005859375
2003-03-14,2482.139892578125,2356.360107421875,2356.360107421875,2403.18994140625,163708500.0,2403.18994140625
2003-03-17,2520.5400390625,2327.8701171875,2398.110107421875,2487.1201171875,136862800.0,2487.1201171875
2003-03-18,2624.97998046875,2490.780029296875,2490.780029296875,2584.610107421875,200637700.0,2584.610107421875
2003-03-19,2675.02001953125,2524.52001953125,2576.9599609375,2615.219970703125,153279400.0,2615.219970703125
2003-03-20,2657.5,2551.909912109375,2607.760009765625,2604.85009765625,110416700.0,2604.85009765625
2003-03-21,2731.570068359375,2603.85009765625,2607.699951171875,2715.06005859375,273057500.0,2715.06005859375
2003-03-24,2712.6201171875,2548.3701171875,2712.6201171875,2548.3701171875,106067200.0,2548.3701171875
2003-03-25,2636.719970703125,2481.7099609375,2541.7900390625,2636.10009765625,114561000.0,2636.10009765625
2003-03-26,2680.530029296875,2579.330078125,2634.889892578125,2579.330078125,98276700.0,2579.330078125
2003-03-27,2589.679931640625,2511.9599609375,2583.27001953125,2584.050048828125,91227100.0,2584.050048828125
2003-03-28,2581.64990234375,2498.2900390625,2580.9599609375,2520.840087890625,82518400.0,2520.840087890625
2003-03-31,2511.989990234375,2396.60009765625,2511.989990234375,2423.8701171875,97038600.0,2423.8701171875
2003-04-01,2473.93994140625,2395.719970703125,2426.239990234375,2450.18994140625,80136100.0,2450.18994140625
2003-04-02,2589.35009765625,2462.2099609375,2462.2099609375,2589.35009765625,106646500.0,2589.35009765625
2003-04-03,2644.9599609375,2557.18994140625,2582.949951171875,2569.81005859375,108654200.0,2569.81005859375
2003-04-04,2656.25,2553.669921875,2573.159912109375,2654.070068359375,106047300.0,2654.070068359375
2003-04-07,2814.389892578125,2654.43994140625,2654.760009765625,2808.93994140625,132642300.0,2808.93994140625
2003-04-08,2809.169921875,2740.610107421875,2798.739990234375,2767.7900390625,106660300.0,2767.7900390625
2003-04-09,2824.989990234375,2696.320068359375,2756.6201171875,2734.10009765625,124671700.0,2734.10009765625
2003-04-10,2763.64990234375,2685.800048828125,2730.969970703125,2697.10009765625,101823300.0,2697.10009765625
2003-04-11,2797.419921875,2700.610107421875,2700.610107421875,2733.949951171875,91107500.0,2733.949951171875
2003-04-14,2787.3798828125,2700.330078125,2741.659912109375,2776.780029296875,80766500.0,2776.780029296875
2003-04-15,2867.639892578125,2792.06005859375,2792.06005859375,2834.1201171875,118911500.0,2834.1201171875
2003-04-16,2915.68994140625,2824.679931640625,2843.330078125,2824.679931640625,116973500.0,2824.679931640625
2003-04-17,2899.97998046875,2801.169921875,2820.35009765625,2899.780029296875,94659800.0,2899.780029296875
2003-04-22,2965.2099609375,2843.800048828125,2898.360107421875,2960.9599609375,86782500.0,2960.9599609375
2003-04-23,3000.760009765625,2932.72998046875,2968.800048828125,2974.39990234375,119023500.0,2974.39990234375
2003-04-24,2969.949951171875,2881.0400390625,2967.6201171875,2891.6201171875,109323800.0,2891.6201171875
2003-04-25,2909.139892578125,2828.840087890625,2892.4599609375,2838.22998046875,98443300.0,2838.22998046875
2003-04-28,2953.919921875,2821.35009765625,2834.4599609375,2953.919921875,87581800.0,2953.919921875
2003-04-29,3004.7900390625,2908.9599609375,2958.1201171875,2908.9599609375,114598700.0,2908.9599609375
2003-04-30,2967.080078125,2914.02001953125,2914.469970703125,2942.0400390625,137833800.0,2942.0400390625
2003-05-02,2986.0,2888.4599609375,2938.719970703125,2986.0,95765900.0,2986.0
2003-05-05,3039.260009765625,2978.7099609375,2991.739990234375,3013.0400390625,88134300.0,3013.0400390625
2003-05-06,3066.949951171875,2977.6201171875,3002.39990234375,3066.949951171875,98650200.0,3066.949951171875
2003-05-07,3068.080078125,2992.7900390625,3063.409912109375,3005.639892578125,134185100.0,3005.639892578125
2003-05-08,3016.570068359375,2884.510009765625,3005.1201171875,2886.080078125,117225800.0,2886.080078125
